order_id,product_id,category,price,base_price,amount,status,user_id,region,priority,order_date,quantity,payment_method,old_name
ORD100739,P1839,Clothing,3592.17,1894.82,5313.31,Pending,U2937,South,High,2025-03-26,16,Net Banking,item_221
ORD100740,P1249,Books,598.89,3672.55,5941.3,Processing,U3145,West,Medium,2024-01-15,15,Debit Card,item_363
ORD100741,P1652,Furniture,4964.73,3794.57,7362.48,Cancelled,U3308,North,High,2024-08-10,19,COD,item_313
ORD100742,P1256,Books,3697.01,671.94,2282.05,Cancelled,U2867,West,Medium,2025-04-30,3,UPI,item_397
ORD100743,P1309,Books,1380.48,3180.91,420.55,Processing,U2455,South,Medium,2024-09-30,18,Net Banking,item_271
ORD100744,P1350,Groceries,2891.75,3957.49,7932.95,Cancelled,U2654,South,Medium,2025-03-06,2,COD,item_165
ORD100745,P1691,Electronics,3412.12,2105.26,1846.45,Processing,U2637,Central,High,2025-09-25,15,COD,item_275
ORD100746,P1167,Electronics,2312.3,433.52,2574.92,Pending,U3270,East,Medium,2024-12-04,5,COD,item_401
ORD100747,P1597,Sports,4636.34,3286.52,949.45,Processing,U2643,East,High,2024-04-30,2,Debit Card,item_436
ORD100748,P1648,Books,3338.54,3876.41,4794.75,Completed,U3453,South,Medium,2024-04-18,2,COD,item_225
ORD100749,P1060,Clothing,2337.17,3859.7,4103.01,Completed,U2880,West,Low,2024-01-11,3,Debit Card,item_168
ORD100750,P1266,Books,3287.64,3092.63,6976.34,Pending,U3156,South,Low,2025-06-09,14,Debit Card,item_381
ORD100751,P1661,Clothing,610.41,1822.39,7864.76,Cancelled,U2635,South,High,2024-06-11,18,COD,item_96
ORD100752,P1042,Sports,4325.1,507.19,1118.68,Completed,,East,Medium,2025-04-28,13,Credit Card,item_337
ORD100753,P1298,Electronics,3608.87,875.47,2200.52,Pending,U3011,South,Low,2025-02-01,17,Net Banking,item_360
ORD100754,P1825,Groceries,4047.88,2835.16,1698.25,Pending,U3185,North,Low,2024-03-13,18,UPI,item_155
ORD100755,P1528,Groceries,2450.76,3802.63,3105.92,Pending,U2848,East,High,2024-10-19,6,Debit Card,item_35
ORD100756,P1022,Books,,2145.27,170.3,Cancelled,U2704,East,Low,2024-03-12,5,Debit Card,item_449
ORD100757,P1060,Electronics,2933.68,2532.23,2260.58,Processing,U2185,West,Low,2025-04-30,14,Credit Card,item_100
ORD100758,P1211,Sports,2465.42,2936.69,2198.54,Pending,U2483,Central,Low,2025-06-15,3,UPI,item_257
ORD100759,P1792,Toys,3345.8,736.84,7256.53,Pending,U2597,West,High,2024-05-18,14,Credit Card,item_367
ORD100760,P1631,Furniture,3147.63,673.19,5740.32,Refunded,U3024,East,Low,2024-08-25,5,Net Banking,item_10
ORD100761,P1663,Toys,2494.35,3133.38,3107.77,Pending,,East,Low,2025-04-28,18,Debit Card,item_54
ORD100762,P1094,Sports,1189.22,2100.95,5391.68,Cancelled,U2077,West,Medium,2024-06-20,9,Debit Card,item_10
ORD100763,P1382,Sports,1203.2,1184.16,7430.39,Refunded,U2573,South,High,2024-12-20,20,Debit Card,item_165
ORD100764,P1920,Electronics,2666.96,2028.81,1131.91,Cancelled,U3232,East,High,2024-01-11,18,Net Banking,item_398
ORD100765,P1185,Sports,,422.98,4107.54,Processing,U2510,Central,Medium,2024-05-15,3,UPI,item_313
ORD100766,P1673,Clothing,982.37,3525.63,2545.32,Processing,U2242,West,Medium,2025-05-02,13,UPI,item_114
ORD100767,P1671,Electronics,,3361.02,3028.04,Processing,,South,Medium,2024-10-17,7,UPI,item_251
ORD100768,P1746,Books,2749.91,1268.65,6539.23,Cancelled,,West,Low,2024-06-09,15,COD,item_286
ORD100769,P1839,Clothing,4800.1,2187.5,5186.47,Refunded,U3170,South,Medium,2025-05-15,15,UPI,item_282
ORD100770,P1123,Sports,1252.63,1334.9,1226.85,Refunded,U3395,Central,Medium,2024-05-18,15,Net Banking,item_160
ORD100771,P1345,Electronics,4425.42,2416.06,4843.15,Pending,U2194,East,Medium,2024-09-20,10,Debit Card,item_248
ORD100772,P1598,Books,4484.9,2131.99,3363.38,Completed,U2129,East,Medium,2025-01-12,18,Debit Card,item_186
ORD100773,P1509,Electronics,1254.16,898.72,1506.63,Completed,U2526,West,Low,2024-05-02,6,Debit Card,item_256
ORD100774,P1352,Furniture,1678.4,3602.57,4569.24,Completed,U3474,South,High,2024-12-17,4,Debit Card,item_135
ORD100775,P1061,Electronics,1334.54,1794.19,3572.42,Refunded,U3267,Central,Medium,2025-04-10,19,Net Banking,item_199
ORD100776,P1511,Toys,2392.94,964.85,2378.64,Completed,U3249,South,Medium,2024-10-24,2,Net Banking,item_348
ORD100777,P1117,Sports,,2340.42,3444.62,Refunded,U2883,West,High,2025-06-25,5,Net Banking,item_251
ORD100778,P1982,Clothing,2472.51,1246.49,289.57,Pending,,East,Low,2024-11-22,4,Debit Card,item_269
ORD100779,P1795,Furniture,2129.73,2836.31,7757.15,Refunded,U2558,East,Low,2024-09-02,1,UPI,item_286
ORD100780,P1614,Sports,1522.11,3751.12,3599.86,Refunded,U2355,Central,High,2025-01-02,6,Credit Card,item_254
ORD100781,P1184,Groceries,115.04,1794.65,3031.61,Cancelled,U2262,East,High,2024-01-10,18,Credit Card,item_190
ORD100782,P1331,Clothing,4015.36,2458.97,1407.38,Refunded,U3234,West,Medium,2025-04-27,20,UPI,item_454
ORD100783,P1498,Sports,3124.68,3683.74,3877.94,Processing,U2670,South,Low,2024-10-18,2,Credit Card,item_219
ORD100784,P1302,Groceries,4117.57,330.97,314.58,Refunded,U2384,North,High,2024-02-19,15,UPI,item_353
ORD100785,P1435,Electronics,111.83,634.46,6311.32,Cancelled,U2330,North,Low,2025-05-24,6,COD,item_115
ORD100786,P1573,Clothing,,1567.04,7793.2,Completed,U3206,South,High,2025-03-07,9,UPI,item_52
ORD100787,P1549,Sports,4645.8,1321.48,2210.78,Refunded,U2231,South,High,2025-03-25,10,Debit Card,item_209
ORD100788,P1499,Sports,4784.53,3595.31,6782.37,Pending,U3421,East,High,2024-09-03,18,Debit Card,item_192
ORD100789,P1732,Toys,3724.72,2606.52,6761.47,Pending,U2336,Central,High,2025-08-22,7,Credit Card,item_230
ORD100790,P1337,Sports,3235.25,2556.18,1030.56,Processing,U2076,North,High,2025-05-12,14,Net Banking,item_480
ORD100791,P1695,Books,1048.69,1351.62,2492.62,Pending,U3201,Central,Medium,2025-06-03,15,Debit Card,item_429
ORD100792,P1717,Groceries,2816.81,3073.57,6673.4,Completed,,East,Medium,2024-07-14,3,Net Banking,item_405
ORD100793,P1715,Toys,4080.89,993.03,7522.86,Pending,U2044,Central,Medium,2024-12-01,3,UPI,item_384
ORD100794,P1343,Electronics,,232.12,4890.11,Refunded,U2159,Central,High,2024-12-20,6,COD,item_468
ORD100795,P1509,Toys,3900.02,2916.81,915.35,Cancelled,U2309,South,Medium,2024-05-18,2,Debit Card,item_59
ORD100796,P1115,Furniture,87.25,2301.28,2766.66,Refunded,U2357,West,High,2025-07-20,12,COD,item_407
ORD100797,P1956,Groceries,203.29,2055.63,3409.58,Completed,U3132,West,Medium,2024-03-30,9,Debit Card,item_39
ORD100798,P1651,Toys,4635.71,2281.02,3781.3,Completed,U2605,South,High,2025-10-01,16,Debit Card,item_498
ORD100799,P1025,Furniture,2266.66,1072.95,6732.98,Processing,U3086,South,High,2025-06-26,7,UPI,item_247
ORD100800,P1349,Clothing,1656.38,1780.37,2260.63,Refunded,U2833,West,Medium,2024-07-30,19,Debit Card,item_198
ORD100801,P1306,Clothing,4043.61,877.43,2942.04,Processing,U3426,North,High,2024-08-14,1,Net Banking,item_217
ORD100802,P1543,Toys,1112.67,2969.95,7564.91,Cancelled,U3108,South,High,2024-05-15,8,Credit Card,item_446
ORD100803,P1688,Books,4709.01,213.72,1825.59,Refunded,U2419,Central,Low,2024-06-17,3,Net Banking,item_387
ORD100804,P1853,Books,558.6,3126.33,4164.28,Refunded,U2513,East,High,2025-02-14,16,Debit Card,item_341
ORD100805,P1533,Electronics,,37.92,4609.2,Cancelled,U3200,North,High,2024-09-15,19,Debit Card,item_142
ORD100806,P1132,Toys,684.05,3998.16,4307.73,Completed,U2748,Central,High,2025-08-15,15,Debit Card,item_218
ORD100807,P1769,Toys,3783.51,2945.81,4650.24,Processing,U2829,West,High,2024-02-17,11,UPI,item_231
ORD100808,P1198,Electronics,360.53,597.59,482.12,Processing,U2126,East,Low,2024-07-14,6,Net Banking,item_215
ORD100809,P1956,Groceries,4796.83,755.08,2740.1,Completed,,West,Medium,2024-04-20,9,Credit Card,item_58
ORD100810,P1602,Electronics,90.4,798.33,4408.06,Processing,U2198,West,Medium,2024-02-10,5,Debit Card,item_13
ORD100811,P1101,Toys,1189.24,2217.6,1354.44,Cancelled,U2749,Central,Low,2024-01-17,11,Net Banking,item_441
ORD100812,P1378,Groceries,,2923.15,1730.08,Refunded,U2081,Central,High,2024-01-11,17,Credit Card,item_160
ORD100813,P1337,Toys,3653.17,3886.91,7688.28,Cancelled,U2210,West,Medium,2024-02-14,13,Net Banking,item_52
ORD100814,P1742,Books,345.05,567.62,7599.52,Processing,U3102,West,Medium,2025-07-24,11,UPI,item_127
ORD100815,P1954,Books,2577.57,3450.94,2563.69,Refunded,U2462,Central,Medium,2024-11-12,16,Credit Card,item_162
ORD100816,P1589,Groceries,949.79,496.85,3361.08,Refunded,U2191,South,Low,2025-08-24,6,Debit Card,item_183
ORD100817,P1009,Furniture,3930.13,916.42,2001.88,Pending,U2521,Central,High,2024-11-09,4,Credit Card,item_389
ORD100818,P1221,Toys,4101.83,1526.22,7684.3,Cancelled,U2652,Central,Low,2025-05-22,15,UPI,item_346
ORD100819,P1502,Groceries,3288.84,910.3,5547.96,Cancelled,U3161,North,Low,2024-03-25,18,COD,item_493
ORD100820,P1412,Electronics,4218.02,1345.55,4846.41,Pending,U2609,Central,Low,2025-03-12,15,COD,item_256
ORD100821,P1737,Toys,788.22,2813.37,6787.05,Cancelled,U2567,South,Medium,2025-01-28,7,Net Banking,item_133
ORD100822,P1702,Sports,2219.83,1035.99,5337.5,Pending,U2441,East,High,2025-04-20,10,Debit Card,item_74
ORD100823,P1868,Clothing,4258.04,3455.42,3207.65,Refunded,U2476,South,Medium,2025-04-24,20,COD,item_221
ORD100824,P1884,Sports,3490.86,1496.55,1957.0,Processing,U2258,North,Medium,2025-01-02,12,COD,item_62
ORD100825,P1226,Toys,4958.69,3523.47,6584.03,Pending,U3294,North,Low,2025-05-17,5,UPI,item_283
ORD100826,P1344,Sports,234.55,1204.63,6629.64,Refunded,U2251,West,Low,2024-07-26,5,Debit Card,item_195
ORD100827,P1054,Electronics,3824.52,3487.02,7037.71,Cancelled,U2262,West,Low,2025-01-21,6,COD,item_414
ORD100828,P1126,Clothing,2042.36,1845.83,7517.33,Cancelled,U2316,Central,Low,2024-12-24,13,Credit Card,item_177
ORD100829,P1098,Books,4674.62,2226.6,1161.83,Cancelled,U2961,South,Low,2025-06-18,15,Credit Card,item_219
ORD100830,P1048,Books,3931.58,2289.34,5512.58,Completed,U3248,East,Medium,2024-03-28,9,Net Banking,item_45
ORD100831,P1414,Groceries,2899.65,1944.29,1606.09,Completed,U2641,North,Medium,2025-08-01,7,UPI,item_241
ORD100832,P1504,Sports,,329.99,923.79,Processing,U2792,East,Medium,2025-09-24,11,Credit Card,item_75
ORD100833,P1425,Books,3621.27,814.24,5520.93,Processing,U3020,West,Medium,2025-04-26,16,UPI,item_194
ORD100834,P1088,Sports,203.34,2500.68,525.61,Processing,U2105,Central,High,2024-02-12,17,Net Banking,item_299
ORD100835,P1059,Books,3823.95,127.6,5807.36,Processing,U3259,Central,Medium,2024-05-29,15,UPI,item_92
ORD100836,P1900,Electronics,2846.73,1758.22,5699.56,Processing,U3304,North,Medium,2025-03-05,18,Net Banking,item_331
ORD100837,P1547,Electronics,,2263.99,878.08,Completed,U3265,Central,High,2024-04-20,2,Net Banking,item_174
ORD100838,P1840,Electronics,274.29,121.27,6061.95,Completed,U3154,Central,Medium,2025-02-05,20,Debit Card,item_80
ORD100839,P1010,Toys,1593.34,2650.35,3684.32,Cancelled,U2392,North,Medium,2025-05-20,11,Credit Card,item_438
ORD100840,P1579,Groceries,2292.97,2776.96,175.72,Pending,U2071,East,High,2024-08-09,6,COD,item_37
ORD100841,P1211,Electronics,1672.81,853.07,3450.05,Pending,U2562,North,High,2024-08-03,2,UPI,item_165
ORD100842,P1964,Groceries,595.07,3017.87,3661.4,Processing,U3200,Central,Low,2024-02-04,8,Debit Card,item_145
ORD100843,P1301,Electronics,3908.28,3755.97,4310.85,Cancelled,U3240,South,High,2025-06-27,17,Credit Card,item_437
ORD100844,P1873,Toys,4342.87,3748.08,1028.54,Cancelled,U3078,South,Medium,2025-03-21,14,Net Banking,item_342
ORD100845,P1755,Clothing,3006.09,40.72,1820.99,Cancelled,U2135,South,Low,2025-07-12,20,Debit Card,item_74
ORD100846,P1209,Groceries,2290.08,1741.41,603.92,Pending,U2226,Central,High,2024-10-14,4,Credit Card,item_291
ORD100847,P1031,Toys,1749.4,1821.48,1596.19,Completed,U2567,East,Medium,2024-03-15,13,Debit Card,item_485
ORD100848,P1361,Electronics,3433.56,997.05,3223.45,Pending,U2414,East,Medium,2025-08-05,8,COD,item_466
ORD100849,P1403,Electronics,4478.76,2423.41,1499.39,Completed,U3220,East,Low,2025-07-20,5,UPI,item_18
ORD100850,P1294,Books,,3362.69,5220.95,Processing,U2735,Central,High,2024-08-02,6,Credit Card,item_68
ORD100851,P1927,Clothing,2760.13,2500.93,5431.61,Processing,U2553,West,Medium,2025-07-30,16,Debit Card,item_117
ORD100852,P1081,Electronics,4385.58,25.91,5603.05,Completed,U2650,Central,High,2025-04-09,9,Debit Card,item_129
ORD100853,P1741,Toys,3685.69,766.73,3403.71,Completed,U3164,North,Medium,2025-04-03,3,Net Banking,item_298
ORD100854,P1000,Clothing,2291.13,3247.5,634.87,Cancelled,U2398,West,High,2024-04-12,9,Credit Card,item_394
ORD100855,P1240,Books,2634.84,2563.52,406.07,Cancelled,U3166,South,Low,2025-03-17,6,UPI,item_480
ORD100856,P1030,Clothing,4177.25,1127.92,3184.79,Completed,U2027,West,Low,2025-01-09,11,Net Banking,item_33
ORD100857,P1648,Books,3840.79,1898.91,3829.91,Completed,U2969,North,Medium,2025-01-04,10,Credit Card,item_78
ORD100858,P1417,Toys,4381.35,2411.26,2144.63,Cancelled,U3282,Central,Medium,2024-10-18,10,UPI,item_225
ORD100859,P1126,Sports,261.24,1870.18,2276.43,Pending,U2760,West,High,2024-03-21,5,COD,item_219
ORD100860,P1175,Toys,2272.92,2695.53,5681.8,Cancelled,U2599,Central,High,2024-05-15,9,UPI,item_319
ORD100861,P1134,Toys,1774.99,2222.5,480.54,Pending,U2720,North,High,2025-01-22,9,COD,item_86
ORD100862,P1641,Books,3965.11,1876.4,5107.34,Processing,U2968,North,Low,2025-02-15,15,UPI,item_332
ORD100863,P1386,Toys,4639.16,313.71,4196.34,Refunded,U2037,North,Low,2024-01-10,17,COD,item_15
ORD100864,P1920,Groceries,331.74,1937.68,1128.6,Refunded,U2634,South,High,2025-07-24,14,Credit Card,item_296
ORD100865,P1317,Clothing,3534.33,3048.57,664.42,Completed,U2674,West,Medium,2025-05-04,7,Net Banking,item_108
ORD100866,P1655,Groceries,2607.96,225.35,7584.43,Cancelled,U2758,West,Medium,2025-07-12,6,Credit Card,item_15
ORD100867,P1501,Furniture,1694.84,2254.0,4103.72,Refunded,,South,Medium,2024-04-23,12,Debit Card,item_470
ORD100868,P1321,Groceries,2394.48,3329.63,5038.48,Completed,U2521,South,Medium,2024-08-18,14,UPI,item_22
ORD100869,P1959,Books,4765.47,3855.88,7281.77,Completed,U3458,South,Low,2025-03-31,10,Net Banking,item_211
ORD100870,P1879,Books,123.15,1206.07,469.84,Processing,U3249,North,Low,2025-03-18,19,COD,item_143
ORD100871,P1377,Books,2898.46,909.97,7304.29,Completed,U3180,East,Low,2024-03-19,1,UPI,item_430
ORD100872,P1255,Sports,65.27,1360.5,5979.66,Pending,U2436,North,High,2025-02-16,11,Credit Card,item_85
ORD100873,P1146,Clothing,4782.09,1781.04,7833.18,Refunded,U2111,West,Medium,2025-05-20,1,COD,item_191
ORD100874,P1673,Clothing,3332.49,1083.97,2725.68,Cancelled,U2219,West,Low,2025-02-07,20,UPI,item_338
ORD100875,P1782,Toys,4475.14,2887.94,5402.57,Refunded,U3070,East,Low,2024-03-26,8,Credit Card,item_3
ORD100876,P1607,Clothing,1844.97,1431.33,1457.34,Processing,U2534,East,High,2025-04-21,9,Net Banking,item_339
ORD100877,P1009,Electronics,3432.38,595.11,7727.61,Completed,U2807,West,High,2025-05-26,1,COD,item_316
ORD100878,P1275,Toys,4445.38,2496.75,2779.12,Completed,U3110,West,Medium,2024-11-03,19,Debit Card,item_361
ORD100879,P1590,Toys,556.32,2085.91,6938.4,Completed,U2912,East,High,2024-09-29,18,COD,item_14
ORD100880,P1650,Clothing,1750.92,3042.44,5137.87,Refunded,U2736,Central,Medium,2024-03-18,10,COD,item_215
ORD100881,P1793,Furniture,86.14,2660.48,3151.57,Processing,U3307,Central,Low,2024-02-23,18,UPI,item_246
ORD100882,P1270,Clothing,2956.85,2145.63,1615.77,Completed,U2373,North,High,2024-08-04,3,Net Banking,item_307
ORD100883,P1181,Books,3596.48,2344.72,347.07,Pending,U2204,West,Medium,2025-05-31,5,COD,item_339
ORD100884,P1958,Furniture,287.44,351.34,1354.59,Processing,,West,Low,2024-04-07,18,Credit Card,item_455
ORD100885,P1465,Clothing,,3110.33,2233.38,Cancelled,U2849,West,High,2025-02-18,3,Credit Card,item_339
ORD100886,P1314,Sports,1401.51,3233.2,6723.4,Refunded,U2003,South,High,2024-08-12,19,COD,item_469
ORD100887,P1075,Books,2737.6,3817.2,6077.26,Completed,,South,Medium,2025-05-18,20,COD,item_450
ORD100888,P1676,Books,651.57,3262.46,5516.49,Processing,U3461,South,Medium,2025-07-22,16,Debit Card,item_171
ORD100889,P1460,Sports,2231.46,2523.05,4484.19,Completed,U2514,West,High,2025-08-31,13,UPI,item_256
ORD100890,P1427,Electronics,4579.15,1821.89,647.46,Completed,U2822,North,Medium,2024-05-07,11,Credit Card,item_153
ORD100891,P1466,Sports,2524.59,1056.38,4389.18,Refunded,U2398,South,Medium,2024-02-28,18,COD,item_370
ORD100892,P1704,Clothing,785.38,319.93,7850.66,Processing,U3379,South,Low,2024-04-19,11,Credit Card,item_165
ORD100893,P1708,Sports,2246.49,358.01,3543.59,Cancelled,U3025,East,Medium,2025-03-14,3,COD,item_165
ORD100894,P1757,Sports,3360.85,2932.83,4484.7,Pending,U2758,West,High,2025-08-10,15,UPI,item_285
ORD100895,P1015,Toys,295.88,2594.46,7665.5,Pending,U2521,West,High,2024-05-30,6,Credit Card,item_418
ORD100896,P1217,Electronics,,3270.69,5987.86,Cancelled,U2562,South,High,2024-08-31,8,Credit Card,item_307
ORD100897,P1222,Groceries,422.14,2550.57,5951.33,Refunded,U2898,North,Low,2025-03-20,8,UPI,item_334
ORD100898,P1474,Sports,1906.44,3726.77,2985.88,Completed,U2344,South,High,2025-09-21,4,Credit Card,item_206
ORD100899,P1934,Toys,2431.87,169.62,1771.3,Cancelled,U3158,North,Medium,2024-12-19,9,Net Banking,item_331
ORD100900,P1820,Toys,,478.08,3995.04,Refunded,U3101,East,Medium,2024-02-05,14,Net Banking,item_243
ORD100901,P1705,Books,2691.23,1165.71,3844.43,Cancelled,U2855,Central,High,2024-11-15,13,COD,item_7
ORD100902,P1550,Clothing,3121.93,486.72,3347.48,Refunded,U3089,South,Medium,2025-01-05,5,Debit Card,item_233
ORD100903,P1171,Electronics,1934.21,868.29,5821.19,Processing,U2591,North,Low,2024-06-24,11,Credit Card,item_387
ORD100904,P1739,Clothing,464.17,1404.65,3456.71,Refunded,U2774,West,Low,2025-03-14,11,COD,item_75
ORD100905,P1582,Sports,4496.16,2793.88,5065.67,Pending,U3113,East,High,2025-06-12,19,COD,item_110
ORD100906,P1243,Groceries,2024.68,2057.46,2966.92,Pending,,West,Medium,2024-05-20,4,Debit Card,item_65
ORD100907,P1010,Clothing,1388.29,3170.11,4918.44,Refunded,U2954,South,Low,2024-02-06,12,Debit Card,item_33
ORD100908,P1530,Electronics,542.21,901.2,5599.53,Completed,U2213,South,Low,2024-04-26,4,Net Banking,item_277
ORD100909,P1347,Clothing,,2127.54,4758.52,Pending,U3396,West,Medium,2024-02-27,4,COD,item_433
ORD100910,P1540,Toys,4672.56,3466.52,3202.86,Processing,U3478,North,Low,2024-06-17,15,Debit Card,item_80
ORD100911,P1372,Toys,4158.64,110.3,570.04,Processing,U2068,Central,Low,2024-06-17,16,UPI,item_274
ORD100912,P1864,Groceries,868.57,2002.51,3988.46,Completed,,West,Medium,2025-07-17,18,Credit Card,item_213
ORD100913,P1422,Furniture,1612.33,3005.94,3824.68,Cancelled,,East,Low,2025-01-14,8,Net Banking,item_266
ORD100914,P1950,Electronics,1045.51,1039.22,7940.51,Completed,,Central,High,2024-10-14,1,COD,item_79
ORD100915,P1525,Books,1768.3,332.52,7822.66,Completed,U2551,South,High,2024-05-31,6,UPI,item_27
ORD100916,P1391,Electronics,2842.04,2711.78,1382.42,Pending,U2914,West,Low,2025-01-01,10,COD,item_250
ORD100917,P1401,Electronics,3952.24,98.97,1617.73,Pending,U2641,South,Medium,2024-12-02,16,Credit Card,item_264
ORD100918,P1363,Sports,1365.23,202.03,4313.35,Processing,U2678,North,High,2025-07-31,7,COD,item_176
ORD100919,P1449,Toys,4489.03,2066.08,6616.49,Completed,U3137,Central,Low,2024-04-28,8,COD,item_75
ORD100920,P1881,Sports,2877.01,758.68,816.39,Pending,U2354,South,High,2025-09-15,14,Debit Card,item_237
ORD100921,P1381,Electronics,2240.11,151.24,7964.78,Refunded,U2046,North,Medium,2024-08-12,9,Debit Card,item_84
ORD100922,P1102,Clothing,2801.72,2842.09,2536.1,Processing,U2484,South,High,2025-09-07,18,Net Banking,item_4
ORD100923,P1558,Furniture,1177.58,2702.77,6616.73,Refunded,U3476,East,Low,2024-03-08,3,Net Banking,item_335
ORD100924,P1452,Toys,2756.61,3839.55,5405.08,Processing,U3078,West,Low,2025-02-08,16,Credit Card,item_202
ORD100925,P1421,Sports,3660.64,1388.36,5645.73,Cancelled,U3141,North,High,2024-09-11,20,Net Banking,item_112
ORD100926,P1625,Toys,1667.41,1493.37,2114.52,Refunded,U2250,Central,Low,2025-01-11,2,Debit Card,item_340
ORD100927,P1087,Electronics,973.83,2309.9,7441.38,Processing,U3299,West,Low,2025-07-04,19,Credit Card,item_376
ORD100928,P1779,Electronics,717.06,682.69,1692.05,Completed,U2749,North,Medium,2024-08-04,16,Debit Card,item_26
ORD100929,P1147,Groceries,4354.86,157.01,5025.23,Completed,U2044,West,Medium,2025-07-31,15,Debit Card,item_106
ORD100930,P1244,Sports,837.51,2707.53,3208.46,Refunded,U2234,North,Medium,2024-07-27,3,Credit Card,item_309
ORD100931,P1399,Sports,1887.14,2833.06,6949.78,Pending,U2294,East,High,2025-03-03,18,Net Banking,item_436
ORD100932,P1801,Books,4163.88,1369.6,353.94,Refunded,U2051,West,Medium,2024-10-18,9,Net Banking,item_424
ORD100933,P1069,Electronics,3166.21,1733.83,2731.89,Cancelled,U2895,Central,Low,2024-09-05,3,Debit Card,item_318
ORD100934,P1069,Clothing,498.43,3674.93,7583.51,Completed,U2500,Central,Medium,2024-05-16,8,Credit Card,item_385
ORD100935,P1955,Toys,2757.37,2227.94,477.11,Processing,U2470,West,Low,2024-07-20,12,COD,item_328
ORD100936,P1372,Groceries,1975.28,1918.76,5226.26,Completed,U2734,South,Low,2024-04-02,14,Debit Card,item_417
ORD100937,P1264,Electronics,4479.32,3777.95,6275.69,Pending,U3025,West,Low,2025-02-09,5,UPI,item_453
ORD100938,P1036,Clothing,290.69,3012.16,2671.44,Processing,U2001,East,High,2024-07-22,6,Debit Card,item_457
ORD100939,P1823,Clothing,3066.24,3130.24,3124.88,Refunded,U2662,North,High,2024-06-15,10,Net Banking,item_438
ORD100940,P1892,Sports,4291.2,1640.78,6395.84,Processing,U3362,South,Low,2024-12-27,1,Debit Card,item_182
ORD100941,P1547,Sports,891.6,337.01,3745.72,Completed,U2044,West,Low,2025-01-11,16,COD,item_94
ORD100942,P1010,Books,2616.13,3783.56,347.21,Refunded,U3026,East,Medium,2024-07-06,15,COD,item_360
ORD100943,P1634,Clothing,3327.45,3165.83,5960.02,Processing,U2048,Central,Medium,2024-02-04,7,Debit Card,item_304
ORD100944,P1254,Clothing,4893.98,1939.44,4278.86,Completed,U2343,Central,High,2025-01-10,9,COD,item_359
ORD100945,P1501,Clothing,3984.87,238.16,363.89,Completed,U2599,Central,High,2024-05-30,20,COD,item_154
ORD100946,P1050,Books,3937.62,83.66,6163.78,Completed,U3344,North,Low,2024-01-07,2,COD,item_323
ORD100947,P1790,Sports,1778.67,2358.62,7369.72,Processing,U2153,Central,Medium,2024-02-14,6,Net Banking,item_111
ORD100948,P1252,Groceries,4977.99,1412.63,409.17,Refunded,U2766,Central,High,2024-02-02,1,COD,item_280
ORD100949,P1242,Furniture,,3909.14,373.22,Completed,U2147,North,Low,2024-10-29,19,Credit Card,item_34
ORD100950,P1509,Groceries,930.13,523.3,934.65,Cancelled,U2882,West,Medium,2025-02-08,1,Credit Card,item_123
ORD100951,P1647,Clothing,2019.36,123.68,245.58,Processing,U3172,South,High,2024-10-12,15,Debit Card,item_233
ORD100952,P1030,Electronics,4699.94,3151.77,4517.26,Pending,U2597,North,Low,2024-04-17,3,Debit Card,item_123
ORD100953,P1538,Groceries,1041.7,1770.16,3745.3,Cancelled,,East,Medium,2025-08-10,16,COD,item_316
ORD100954,P1665,Sports,1885.18,889.84,5653.4,Completed,U2115,East,Medium,2025-06-21,15,Debit Card,item_418
ORD100955,P1331,Groceries,3019.44,3390.87,4068.62,Completed,U3152,North,Low,2025-02-01,2,Credit Card,item_136
ORD100956,P1413,Books,2312.27,1423.66,7005.68,Pending,U2295,North,High,2025-01-06,10,Debit Card,item_242
ORD100957,P1889,Clothing,2766.56,819.01,2925.69,Completed,U2533,East,Medium,2024-11-03,15,COD,item_499
ORD100958,P1740,Furniture,3746.8,1974.32,1120.71,Processing,U2505,Central,Medium,2024-11-17,16,Net Banking,item_160
ORD100959,P1665,Furniture,3096.56,3911.11,2934.26,Cancelled,U3145,West,High,2024-04-15,18,COD,item_206
ORD100960,P1804,Clothing,3129.19,1247.55,7859.53,Completed,,North,Low,2024-11-12,13,Debit Card,item_229
ORD100961,P1155,Electronics,2956.92,1054.6,6972.77,Processing,U2140,Central,Medium,2024-10-07,19,Debit Card,item_205
ORD100962,P1502,Clothing,3120.48,2783.07,1868.31,Pending,U2563,Central,High,2024-05-01,7,Debit Card,item_139
ORD100963,P1002,Toys,4853.37,2630.72,3780.39,Processing,U2315,South,Low,2024-05-10,14,Net Banking,item_194
ORD100964,P1234,Furniture,4146.0,2959.31,7391.79,Processing,U3208,East,High,2024-08-11,14,Net Banking,item_275
ORD100965,P1683,Sports,350.17,97.3,5123.73,Completed,U3441,East,High,2024-08-28,4,Credit Card,item_443
ORD100966,P1501,Books,3138.08,1820.36,1204.42,Refunded,U3324,South,High,2024-06-10,9,Debit Card,item_158
ORD100967,P1293,Books,,3935.93,3859.33,Cancelled,U2376,East,Low,2024-12-29,14,Debit Card,item_57
ORD100968,P1091,Electronics,3310.75,2948.16,5471.36,Completed,U2527,North,Low,2025-02-25,8,Net Banking,item_354
ORD100969,P1781,Sports,288.65,2425.49,760.47,Refunded,U2450,South,Low,2024-01-17,18,Net Banking,item_361
