order_id,product_id,category,price,base_price,amount,status,user_id,region,priority,order_date,quantity,payment_method,new_name,final_price
ORD102296,P1434,Toys,2401.28,3004.74,6249.51,Completed,U2729,West,Low,2024-09-24,3,Debit Card,item_487,3545.59
ORD102300,P1248,Groceries,2104.48,1311.11,1191.31,Completed,U2819,West,High,2024-02-14,12,COD,item_170,1547.11
ORD102301,P1627,Furniture,4335.59,2988.78,2050.14,Completed,U2195,North,Medium,2025-01-10,5,Debit Card,item_402,3526.76
ORD102303,P1775,Sports,1820.91,2180.15,6688.56,Completed,U3043,West,Medium,2025-03-21,12,COD,item_46,2572.58
ORD102306,P1057,Furniture,2516.56,3081.65,5455.79,Completed,U2309,North,Low,2025-02-14,20,UPI,item_251,3636.35
ORD102320,P1609,Clothing,4565.7,1646.42,7500.37,Completed,U3291,North,Medium,2025-04-04,1,Net Banking,item_89,1942.78
ORD102321,P1742,Books,3350.85,1682.44,1760.55,Completed,U2002,East,Low,2024-08-24,9,COD,item_450,1985.28
ORD102322,P1605,Furniture,2729.59,505.32,6905.2,Completed,U2425,North,Medium,2025-06-26,12,UPI,item_365,596.28
ORD102324,P1484,Books,419.89,1559.23,2524.47,Completed,U2891,South,Low,2025-06-04,11,COD,item_247,1839.89
ORD102335,P1921,Sports,,2096.22,6194.55,Completed,U3458,North,Low,2025-03-06,16,Net Banking,item_149,2473.54
ORD102336,P1141,Clothing,4539.89,3846.12,4826.82,Completed,U3172,West,High,2024-10-11,5,Net Banking,item_479,4538.42
ORD102337,P1254,Toys,3134.22,751.38,7719.36,Completed,U3089,Central,Medium,2025-08-22,16,Credit Card,item_50,886.63
ORD102341,P1751,Groceries,4094.53,727.25,6161.41,Completed,U2398,South,High,2024-08-16,8,COD,item_101,858.16
ORD102342,P1193,Furniture,4036.95,1573.71,2451.95,Completed,U3308,West,High,2024-01-20,16,Debit Card,item_116,1856.98
ORD102343,P1053,Furniture,3314.59,782.51,1856.59,Completed,U3230,South,Medium,2025-06-13,12,Credit Card,item_338,923.36
ORD102347,P1107,Toys,842.05,3451.71,7681.12,Completed,U3017,North,Low,2024-03-04,16,Net Banking,item_30,4073.02
ORD102350,P1822,Toys,946.8,2230.58,4907.45,Completed,U3480,East,Medium,2025-09-30,5,Net Banking,item_305,2632.08
ORD102351,P1310,Electronics,3190.62,2257.54,7128.47,Completed,U3313,East,Low,2024-02-05,6,Credit Card,item_142,2663.9
ORD102353,P1520,Groceries,1681.49,309.09,4363.53,Completed,U3176,Central,High,2025-02-10,15,Credit Card,item_292,364.73
ORD102361,P1468,Electronics,356.87,236.04,1643.48,Completed,U2282,South,Low,2025-09-22,19,Debit Card,item_64,278.53
ORD102371,P1991,Electronics,4265.84,1570.69,7933.46,Completed,U2643,North,Medium,2025-09-16,10,COD,item_180,1853.41
ORD102381,P1273,Clothing,3374.76,2682.92,6065.88,Completed,U2790,Central,Low,2024-08-28,5,Net Banking,item_379,3165.85
ORD102387,P1863,Electronics,2877.63,3699.41,5320.58,Completed,U2803,North,Low,2024-02-10,12,Debit Card,item_264,4365.3
ORD102390,P1637,Toys,3076.61,1198.43,6689.9,Completed,U2373,South,High,2025-07-02,20,Debit Card,item_388,1414.15
ORD102393,P1375,Books,870.8,653.71,3325.3,Completed,U3309,East,Medium,2025-06-26,1,Debit Card,item_146,771.38
ORD102395,P1290,Clothing,1035.04,952.5,1437.38,Completed,U2317,Central,High,2025-08-27,12,Debit Card,item_148,1123.95
ORD102399,P1225,Books,1209.96,1075.96,5313.68,Completed,U3403,South,Medium,2024-03-27,12,Net Banking,item_328,1269.63
ORD102409,P1086,Books,2312.35,893.45,2955.37,Completed,U2245,South,Low,2024-09-29,3,Debit Card,item_114,1054.27
ORD102411,P1751,Clothing,917.05,3391.09,6686.92,Completed,U3426,West,High,2024-08-15,2,Credit Card,item_195,4001.49
ORD102412,P1579,Toys,3818.63,654.61,4059.61,Completed,U2500,East,Medium,2025-07-23,16,UPI,item_290,772.44
ORD102418,P1033,Electronics,3702.93,3849.19,4437.11,Completed,U2634,South,High,2025-04-21,16,COD,item_211,4542.04
ORD102420,P1592,Books,1129.87,2293.53,362.88,Completed,U3126,East,Medium,2025-09-25,7,UPI,item_75,2706.37
ORD102427,P1584,Electronics,604.47,809.13,5306.49,Completed,U2249,West,Medium,2024-10-01,20,Credit Card,item_193,954.77
ORD102430,P1347,Electronics,1212.06,1518.46,2762.5,Completed,U3174,East,Medium,2024-01-05,17,Debit Card,item_358,1791.78
ORD102433,P1037,Toys,3785.56,2294.54,6728.03,Completed,U2258,South,High,2024-03-23,6,Credit Card,item_129,2707.56
ORD102437,P1183,Books,4854.68,1894.74,5889.28,Completed,U2375,East,High,2025-05-28,10,COD,item_23,2235.79
ORD102444,P1209,Electronics,790.08,2320.82,6955.83,Completed,U3097,North,Low,2025-07-12,6,Debit Card,item_126,2738.57
ORD102447,P1629,Furniture,3546.21,3067.99,7343.83,Completed,U3118,North,High,2025-01-07,6,Net Banking,item_318,3620.23
ORD102449,P1389,Toys,1750.11,3232.56,3549.96,Completed,U3308,South,Low,2024-06-20,20,COD,item_38,3814.42
ORD102451,P1613,Books,2713.65,1881.65,764.63,Completed,U3142,West,High,2024-07-26,8,UPI,item_315,2220.35
ORD102453,P1922,Furniture,,476.06,1769.09,Completed,U2713,North,Low,2025-05-06,5,COD,item_213,561.75
ORD102459,P1522,Electronics,1812.91,2717.13,5217.93,Completed,U2025,South,High,2025-02-16,20,UPI,item_154,3206.21
ORD102460,P1368,Toys,2524.58,2639.65,2856.91,Completed,U3035,North,High,2024-05-26,10,UPI,item_156,3114.79
ORD102464,P1028,Sports,3996.24,145.09,3147.87,Completed,U3069,East,High,2025-07-18,2,UPI,item_350,171.21
ORD102467,P1078,Clothing,3954.73,470.12,5155.01,Completed,U2773,North,Medium,2025-01-01,14,COD,item_102,554.74
ORD102473,P1440,Books,557.21,3339.22,4782.29,Completed,U2918,Central,High,2024-04-16,20,UPI,item_150,3940.28
ORD102477,P1028,Books,2155.24,2780.44,3762.91,Completed,U3053,East,Medium,2025-06-29,14,COD,item_168,3280.92
ORD102482,P1292,Groceries,,1483.39,4846.49,Completed,U3416,North,Low,2024-06-26,4,UPI,item_305,1750.4
ORD102488,P1486,Electronics,4444.07,1523.36,5801.64,Completed,U2667,West,High,2024-05-02,15,UPI,item_344,1797.56
ORD102490,P1455,Sports,3492.66,1938.57,3235.54,Completed,U3200,North,High,2025-04-18,15,Net Banking,item_209,2287.51
ORD102496,P1035,Books,3438.27,548.52,437.71,Completed,U3467,North,Low,2025-01-31,12,Credit Card,item_4,647.25
ORD102504,P1218,Clothing,1650.02,273.82,2996.58,Completed,U2980,North,High,2024-05-12,4,Credit Card,item_87,323.11
ORD102516,P1885,Furniture,2007.22,1702.26,7676.0,Completed,U3207,South,Medium,2025-08-19,16,Debit Card,item_382,2008.67
ORD102522,P1867,Books,2220.52,2413.22,5824.61,Completed,U2336,North,Low,2025-08-20,3,COD,item_401,2847.6
ORD102526,P1621,Books,934.64,1352.28,756.29,Completed,U2205,East,Medium,2025-04-05,18,UPI,item_68,1595.69
ORD102540,P1293,Toys,2131.5,2441.97,4125.6,Completed,U2573,North,High,2024-08-24,11,UPI,item_111,2881.52
ORD102545,P1495,Electronics,2988.39,3582.02,7717.72,Completed,U2182,East,Medium,2025-08-15,3,UPI,item_393,4226.78
ORD102550,P1667,Books,4913.87,1427.26,4684.39,Completed,U3082,Central,High,2025-04-06,17,Credit Card,item_294,1684.17
ORD102555,P1803,Furniture,2033.87,843.84,5710.11,Completed,U2841,East,Low,2025-07-28,14,Credit Card,item_371,995.73
ORD102557,P1391,Groceries,827.09,2738.15,6171.3,Completed,U2785,Central,Low,2024-12-19,14,UPI,item_258,3231.02
ORD102569,P1920,Toys,445.25,1300.75,2660.11,Completed,U2697,West,Medium,2025-06-12,4,COD,item_496,1534.89
ORD102576,P1797,Clothing,4036.15,2140.99,5306.15,Completed,U2128,West,High,2025-02-27,14,COD,item_436,2526.37
ORD102580,P1581,Groceries,715.59,560.98,4743.11,Completed,U2563,Central,Medium,2024-02-17,11,UPI,item_236,661.96
ORD102581,P1609,Toys,2497.99,1116.01,5387.37,Completed,U3016,South,Low,2025-04-10,9,UPI,item_97,1316.89
ORD102590,P1370,Furniture,451.57,2311.27,241.98,Completed,U2504,East,High,2024-07-12,8,Debit Card,item_401,2727.3
ORD102595,P1224,Books,156.97,1182.92,3384.04,Completed,U3085,South,Low,2025-07-21,1,Net Banking,item_111,1395.85
ORD102600,P1934,Groceries,62.92,681.91,5746.12,Completed,U2440,East,Low,2025-08-27,13,UPI,item_278,804.65
ORD102608,P1118,Clothing,1347.15,167.72,6222.67,Completed,U2508,North,Medium,2024-11-02,14,Credit Card,item_239,197.91
ORD102611,P1984,Furniture,2548.83,922.41,6892.69,Completed,U3480,East,Low,2025-04-02,3,Debit Card,item_298,1088.44
ORD102618,P1013,Toys,2151.76,641.84,6569.87,Completed,U2217,West,Low,2025-07-02,13,COD,item_413,757.37
ORD102620,P1634,Electronics,604.17,167.44,4071.18,Completed,U2998,North,Medium,2025-03-28,12,Net Banking,item_294,197.58
ORD102622,P1102,Sports,2743.01,3435.46,4246.36,Completed,U2251,East,Medium,2024-06-20,18,Net Banking,item_411,4053.84
ORD102644,P1668,Sports,4515.22,1525.62,2410.07,Completed,U2028,East,High,2024-01-14,9,Net Banking,item_456,1800.23
ORD102645,P1149,Groceries,1483.79,1634.13,2896.92,Completed,U3241,East,Low,2025-09-08,1,COD,item_170,1928.27
ORD102646,P1103,Sports,928.95,315.63,2560.11,Completed,U2935,South,Medium,2025-07-05,16,Net Banking,item_172,372.44
ORD102649,P1975,Electronics,652.61,1879.84,2090.39,Completed,U2163,South,Medium,2024-10-26,1,Debit Card,item_200,2218.21
ORD102652,P1410,Clothing,244.9,1880.44,3279.4,Completed,U2917,West,High,2025-07-23,14,UPI,item_451,2218.92
ORD102660,P1902,Books,2970.47,1198.54,4802.43,Completed,U2938,South,Low,2024-09-06,11,Debit Card,item_85,1414.28
ORD102661,P1401,Sports,367.3,3747.51,2619.53,Completed,U2354,South,Medium,2024-05-15,2,Net Banking,item_335,4422.06
ORD102665,P1070,Toys,3842.05,1628.91,3893.63,Completed,U3260,West,Medium,2024-02-15,5,UPI,item_232,1922.11
ORD102666,P1036,Toys,1852.45,1129.32,7739.05,Completed,U2784,Central,High,2024-03-17,3,UPI,item_296,1332.6
ORD102669,P1408,Sports,4013.25,3763.42,720.35,Completed,U2408,South,High,2025-05-31,14,COD,item_389,4440.84
ORD102679,P1264,Electronics,3162.81,2492.85,2993.57,Completed,U2224,South,High,2025-01-14,11,COD,item_214,2941.56
ORD102692,P1763,Groceries,4090.68,1915.69,1477.5,Completed,U3034,Central,Low,2025-07-05,18,Credit Card,item_88,2260.51
ORD102697,P1294,Clothing,833.77,3460.2,5621.19,Completed,U2616,South,High,2024-11-24,9,Credit Card,item_446,4083.04
ORD102704,P1527,Sports,,2508.85,7981.67,Completed,U3319,Central,High,2025-05-01,18,Credit Card,item_24,2960.44
ORD102705,P1342,Clothing,2652.8,2690.35,2521.0,Completed,U2873,Central,Medium,2024-05-05,15,COD,item_171,3174.61
ORD102709,P1899,Books,3860.51,2156.76,4211.02,Completed,U2143,North,Low,2024-04-09,8,Net Banking,item_190,2544.98
ORD102711,P1670,Electronics,1308.92,1991.34,7559.35,Completed,U2157,South,Medium,2024-11-27,9,COD,item_230,2349.78
ORD102716,P1435,Groceries,3355.64,3630.48,5403.21,Completed,U2425,Central,Medium,2024-02-13,9,Net Banking,item_72,4283.97
ORD102736,P1504,Electronics,3226.65,2566.71,2301.65,Completed,U2439,North,High,2025-01-31,18,COD,item_182,3028.72
ORD102745,P1644,Clothing,2000.66,3304.78,6738.9,Completed,U2165,South,Low,2025-03-18,6,Debit Card,item_152,3899.64
ORD102753,P1763,Books,1197.06,1481.55,6160.46,Completed,U2053,North,High,2024-12-21,6,Debit Card,item_178,1748.23
ORD102779,P1648,Toys,3025.97,3493.97,3560.82,Completed,U3462,West,Medium,2024-03-06,19,Credit Card,item_285,4122.88
ORD102782,P1666,Groceries,830.72,242.61,1696.73,Completed,U2909,West,High,2024-06-17,4,Debit Card,item_106,286.28
ORD102783,P1060,Groceries,3691.99,1096.06,1012.3,Completed,U3062,West,Low,2024-07-07,9,Net Banking,item_3,1293.35
ORD102784,P1515,Groceries,,2725.98,6266.46,Completed,U2770,South,Low,2025-01-08,4,COD,item_15,3216.66
ORD102789,P1569,Sports,2834.18,1565.75,4515.69,Completed,U2688,Central,Medium,2024-12-12,5,UPI,item_250,1847.58
ORD102798,P1995,Sports,1132.02,1209.44,3120.22,Completed,U2845,West,Medium,2024-09-18,15,Debit Card,item_471,1427.14
ORD102812,P1814,Books,4709.72,657.54,1308.77,Completed,U2886,Central,Medium,2025-08-17,16,Debit Card,item_344,775.9
ORD102814,P1395,Groceries,1239.31,3842.45,5757.61,Completed,U3072,East,Low,2024-08-31,6,COD,item_366,4534.09
ORD102822,P1392,Books,4324.81,1623.18,2556.35,Completed,U2561,West,Medium,2025-06-17,7,Net Banking,item_58,1915.35
ORD102823,P1374,Sports,4951.92,2801.81,5478.95,Completed,U2226,North,Medium,2024-12-09,8,Credit Card,item_490,3306.14
ORD102829,P1626,Electronics,2727.2,3359.01,1198.52,Completed,U2494,North,Low,2025-08-11,3,UPI,item_23,3963.63
ORD102830,P1916,Sports,3839.26,3059.54,6749.15,Completed,U2669,West,Low,2025-03-08,19,Credit Card,item_75,3610.26
ORD102833,P1403,Toys,3161.31,285.57,6217.6,Completed,U2768,East,Medium,2025-05-30,4,UPI,item_457,336.97
ORD102847,P1020,Furniture,3615.15,771.29,1938.03,Completed,U3329,Central,Medium,2024-10-31,3,COD,item_191,910.12
ORD102854,P1312,Toys,2796.56,1765.95,5770.41,Completed,U3181,Central,Medium,2025-06-18,16,COD,item_318,2083.82
ORD102868,P1733,Toys,3708.26,3024.13,807.94,Completed,U3418,East,Medium,2024-03-16,11,UPI,item_436,3568.47
ORD102873,P1915,Sports,1373.19,3698.34,1362.53,Completed,U3449,North,Medium,2025-03-06,17,COD,item_13,4364.04
ORD102875,P1335,Electronics,475.12,2616.8,5906.39,Completed,U2770,Central,Low,2024-08-22,3,Net Banking,item_207,3087.82
ORD102876,P1368,Toys,484.99,2153.52,5281.91,Completed,U2526,Central,Medium,2024-06-05,15,UPI,item_242,2541.15
ORD102878,P1273,Furniture,3193.2,2000.11,6362.25,Completed,U2394,Central,High,2024-06-18,7,COD,item_221,2360.13
ORD102893,P1349,Groceries,956.16,3828.41,1204.97,Completed,U3497,West,High,2024-10-31,3,Credit Card,item_348,4517.52
ORD102895,P1262,Sports,1166.89,3944.93,6402.07,Completed,U2407,East,Low,2025-06-04,13,Net Banking,item_255,4655.02
ORD102903,P1753,Toys,1608.97,3726.52,5303.68,Completed,U2073,East,Medium,2025-08-15,11,Debit Card,item_485,4397.29
ORD102916,P1876,Toys,664.88,1728.76,5805.13,Completed,U2358,East,High,2025-09-01,1,UPI,item_123,2039.94
ORD102929,P1052,Toys,2645.64,1140.46,199.73,Completed,U3250,West,Medium,2025-06-16,15,Credit Card,item_30,1345.74
ORD102931,P1464,Sports,484.08,3954.06,5578.5,Completed,U2341,East,Low,2024-04-16,11,Credit Card,item_347,4665.79
ORD102933,P1521,Groceries,3887.15,2509.41,5831.38,Completed,U2576,Central,Medium,2024-02-25,16,Credit Card,item_440,2961.1
ORD102936,P1462,Books,2357.44,1931.02,5812.58,Completed,U3130,West,Medium,2024-05-26,5,Credit Card,item_426,2278.6
ORD102942,P1273,Books,1660.2,1126.78,4199.11,Completed,U2414,Central,High,2024-12-09,2,Debit Card,item_250,1329.6
ORD102945,P1286,Sports,532.55,3167.98,6034.9,Completed,U2970,North,Medium,2024-01-11,5,COD,item_133,3738.22
ORD102953,P1383,Sports,1176.92,3862.57,2036.42,Completed,U2794,North,High,2025-05-25,4,COD,item_13,4557.83
ORD102960,P1252,Clothing,4158.6,685.96,3126.14,Completed,U3387,Central,Low,2024-09-03,16,Credit Card,item_196,809.43
ORD102962,P1067,Sports,4445.27,412.13,3725.58,Completed,U2741,East,Low,2024-11-16,11,Net Banking,item_112,486.31
ORD102971,P1259,Toys,420.86,2626.26,6060.03,Completed,U2491,North,High,2025-06-16,9,UPI,item_482,3098.99
ORD102973,P1116,Furniture,4005.48,305.5,5024.04,Completed,U2862,North,Low,2024-11-05,18,Debit Card,item_14,360.49
ORD102977,P1180,Groceries,1974.6,2701.78,1762.64,Completed,U2843,South,Low,2024-12-11,6,COD,item_267,3188.1
ORD102980,P1706,Toys,3431.92,2859.33,5225.88,Completed,U2852,North,Low,2025-03-02,2,COD,item_324,3374.01
ORD102984,P1672,Sports,1184.92,3297.84,2364.15,Completed,U2217,Central,High,2025-04-17,14,COD,item_292,3891.45
ORD102988,P1218,Electronics,2845.06,886.01,4758.91,Completed,U2397,South,Low,2024-11-30,5,Net Banking,item_28,1045.49
ORD102991,P1734,Electronics,3032.47,2102.87,6795.68,Completed,U3147,North,Low,2024-07-14,7,Credit Card,item_8,2481.39
ORD102996,P1099,Groceries,1733.38,242.19,1034.97,Completed,U2297,North,Low,2024-04-13,11,Debit Card,item_463,285.78
ORD102998,P1302,Sports,881.51,1743.15,3389.88,Completed,U2974,South,High,2024-03-14,5,COD,item_375,2056.92
ORD103008,P1096,Clothing,1391.2,3519.92,5797.04,Completed,U2719,West,Medium,2024-09-12,6,UPI,item_89,4153.51
ORD103018,P1963,Toys,4281.35,2189.99,4197.93,Completed,U2165,North,Low,2025-03-21,4,Credit Card,item_153,2584.19
ORD103021,P1346,Books,3050.45,72.36,594.23,Completed,U2910,East,Medium,2025-02-27,4,COD,item_128,85.38
ORD103025,P1951,Electronics,,1862.02,4401.99,Completed,U2436,South,High,2024-03-03,6,COD,item_230,2197.18
ORD103026,P1888,Electronics,4798.59,1588.22,7451.22,Completed,U2809,West,High,2025-08-14,12,Debit Card,item_397,1874.1
ORD103029,P1618,Furniture,1733.17,1537.34,7522.5,Completed,U2490,North,High,2024-06-20,3,Net Banking,item_276,1814.06
ORD103030,P1979,Furniture,3913.67,2627.69,7791.98,Completed,U3284,East,High,2025-09-05,5,UPI,item_208,3100.67
ORD103031,P1346,Groceries,113.61,3188.11,3499.76,Completed,U2828,South,Low,2025-09-29,20,Net Banking,item_185,3761.97
ORD103034,P1367,Furniture,1356.94,1162.17,3740.1,Completed,U2437,West,High,2025-01-04,10,UPI,item_406,1371.36
ORD103036,P1040,Sports,864.34,2205.0,6131.7,Completed,U2009,South,Low,2024-12-27,1,COD,item_398,2601.9
ORD103039,P1973,Electronics,784.1,2910.28,3593.11,Completed,U2728,Central,Low,2025-07-31,2,Debit Card,item_42,3434.13
ORD103041,P1498,Clothing,3025.63,218.75,3601.31,Completed,U3333,Central,Low,2025-02-04,8,Credit Card,item_375,258.13
ORD103058,P1776,Electronics,2859.3,2430.63,7381.65,Completed,U2109,South,Low,2025-03-15,3,COD,item_214,2868.14
ORD103064,P1095,Groceries,4269.56,1661.85,5046.75,Completed,U2869,North,High,2024-11-08,6,UPI,item_261,1960.98
ORD103065,P1924,Books,1653.37,2872.76,1631.74,Completed,U2363,South,High,2024-08-14,2,Net Banking,item_250,3389.86
ORD103070,P1079,Clothing,3021.39,583.3,1345.16,Completed,U3013,North,Low,2025-10-02,1,Debit Card,item_39,688.29
ORD103073,P1794,Sports,,3186.97,7271.11,Completed,U3061,North,High,2024-10-24,20,Credit Card,item_481,3760.62
ORD103075,P1311,Clothing,2248.78,2578.76,6223.87,Completed,U3040,Central,Low,2024-08-21,2,Credit Card,item_338,3042.94
ORD103087,P1920,Groceries,2780.89,1168.91,6040.56,Completed,U3217,South,Medium,2025-09-27,13,COD,item_128,1379.31
ORD103091,P1163,Groceries,225.56,3497.51,2937.74,Completed,U2039,Central,High,2024-11-22,6,Credit Card,item_111,4127.06
ORD103107,P1777,Electronics,2532.0,993.93,506.21,Completed,U2696,North,High,2024-03-22,15,Net Banking,item_172,1172.84
ORD103113,P1115,Furniture,1269.3,3626.58,3179.36,Completed,U3471,East,High,2025-06-15,16,Net Banking,item_116,4279.36
ORD103123,P1792,Sports,160.59,328.02,3021.82,Completed,U2774,West,High,2024-09-30,5,Debit Card,item_66,387.06
ORD103129,P1860,Books,4925.03,1904.03,855.29,Completed,U3209,North,Medium,2025-05-21,10,Net Banking,item_258,2246.76
ORD103148,P1114,Books,1856.15,2902.11,4755.14,Completed,U3482,South,Medium,2024-01-01,16,UPI,item_216,3424.49
ORD103165,P1155,Clothing,,982.43,5091.49,Completed,U2579,Central,Low,2025-06-18,10,Credit Card,item_296,1159.27
ORD103167,P1074,Groceries,2170.49,957.53,2414.99,Completed,U3028,Central,Low,2024-07-04,14,Credit Card,item_488,1129.89
ORD103170,P1137,Toys,1718.41,952.33,4029.1,Completed,U2833,East,High,2025-03-08,1,Net Banking,item_277,1123.75
ORD103171,P1920,Books,688.78,2959.68,6767.31,Completed,U3330,South,Medium,2024-09-16,11,Debit Card,item_82,3492.42
ORD103185,P1278,Books,2572.35,1588.11,3168.3,Completed,U2786,South,Medium,2024-11-20,15,UPI,item_29,1873.97
ORD103195,P1567,Furniture,,2031.0,5339.94,Completed,U2745,South,High,2024-04-07,9,Credit Card,item_346,2396.58
ORD103200,P1343,Clothing,852.83,1686.57,168.56,Completed,U2820,North,Low,2024-10-16,15,Net Banking,item_153,1990.15
ORD103203,P1877,Furniture,3161.75,2768.36,6382.51,Completed,U2146,West,High,2024-01-04,15,COD,item_373,3266.66
ORD103206,P1371,Groceries,3254.67,981.64,717.4,Completed,U2034,North,Medium,2024-05-13,18,Net Banking,item_497,1158.34
ORD103207,P1855,Furniture,,22.29,3097.47,Completed,U2692,South,Medium,2025-09-21,4,Debit Card,item_98,26.3
ORD103209,P1916,Sports,3217.31,1117.76,2516.24,Completed,U2356,Central,High,2024-12-25,14,UPI,item_374,1318.96
ORD103213,P1706,Toys,2817.36,1200.01,4310.59,Completed,U3428,West,High,2025-06-20,3,Net Banking,item_434,1416.01
ORD103217,P1201,Books,1836.8,2871.34,3766.36,Completed,U2261,East,High,2025-01-28,3,UPI,item_190,3388.18
ORD103220,P1235,Electronics,748.29,2685.49,7294.02,Completed,U2868,Central,Low,2025-06-09,15,COD,item_77,3168.88
ORD103223,P1284,Toys,3057.32,1336.18,5596.44,Completed,U2151,North,Medium,2025-08-31,11,Debit Card,item_212,1576.69
ORD103232,P1891,Sports,3652.46,140.17,1951.84,Completed,U2688,East,Low,2025-07-06,6,COD,item_225,165.4
ORD103242,P1347,Books,3242.43,1837.87,2522.11,Completed,U3389,South,Low,2024-07-10,20,Net Banking,item_36,2168.69
ORD103244,P1701,Sports,3060.37,491.34,1490.4,Completed,U2215,West,High,2025-08-26,12,Credit Card,item_358,579.78
ORD103249,P1207,Groceries,,3457.81,3196.47,Completed,U3067,West,Low,2025-03-29,1,UPI,item_174,4080.22
ORD103250,P1909,Clothing,462.88,2457.68,3979.07,Completed,U2620,Central,Medium,2025-09-21,3,Credit Card,item_64,2900.06
ORD103252,P1418,Furniture,591.71,3851.28,3557.68,Completed,U3455,East,High,2025-04-23,12,COD,item_252,4544.51
ORD103253,P1665,Sports,774.32,3172.69,424.44,Completed,U2555,West,Low,2025-08-01,16,Debit Card,item_52,3743.77
ORD103259,P1689,Sports,835.16,2568.84,6986.4,Completed,U3008,Central,High,2025-07-25,5,COD,item_99,3031.23
ORD103290,P1388,Electronics,3049.84,2747.7,2386.5,Completed,U2839,Central,High,2025-05-19,1,Credit Card,item_149,3242.29
ORD103291,P1549,Furniture,443.3,1311.6,782.11,Completed,U2166,East,Low,2025-03-05,1,Net Banking,item_210,1547.69
ORD103302,P1753,Toys,4774.47,1808.33,179.09,Completed,U2028,West,Low,2025-05-21,13,UPI,item_113,2133.83
ORD103305,P1926,Furniture,2029.44,479.96,3009.38,Completed,U2642,East,Low,2024-01-30,4,UPI,item_275,566.35
ORD103321,P1996,Furniture,4705.55,429.85,1523.74,Completed,U2410,East,Medium,2025-09-07,10,COD,item_251,507.22
ORD103326,P1248,Clothing,3806.7,797.03,1645.3,Completed,U3236,Central,Medium,2025-09-28,13,COD,item_409,940.5
ORD103327,P1781,Groceries,1648.47,969.09,2571.66,Completed,U2286,North,Low,2025-03-20,1,COD,item_297,1143.53
ORD103329,P1965,Toys,3673.53,97.96,3454.94,Completed,U3301,North,High,2025-02-27,14,Net Banking,item_207,115.59
ORD103344,P1154,Books,643.41,1865.38,3713.93,Completed,U3229,North,High,2024-09-19,3,Credit Card,item_472,2201.15
ORD103355,P1803,Sports,1661.35,3102.23,4309.89,Completed,U3086,South,Low,2024-12-17,2,Debit Card,item_197,3660.63
ORD103357,P1834,Toys,3832.82,2866.64,3647.82,Completed,U2266,West,Low,2024-12-29,2,Credit Card,item_443,3382.64
ORD103369,P1032,Groceries,598.41,3215.43,7874.75,Completed,U2422,West,Low,2024-09-23,11,COD,item_240,3794.21
ORD103375,P1770,Books,2434.59,2497.51,3012.93,Completed,U3098,North,High,2024-09-30,20,UPI,item_422,2947.06
ORD103377,P1243,Toys,641.77,2181.36,1799.11,Completed,U2470,North,High,2025-08-06,16,UPI,item_484,2574.0
ORD103379,P1525,Electronics,1128.18,3040.88,3187.23,Completed,U2437,East,Low,2024-07-16,7,UPI,item_457,3588.24
ORD103381,P1124,Groceries,2603.34,2723.56,7546.98,Completed,U2808,Central,Low,2025-03-09,8,UPI,item_457,3213.8
ORD103384,P1875,Furniture,579.17,3814.12,7440.93,Completed,U3054,Central,Low,2024-11-29,6,Net Banking,item_24,4500.66
ORD103390,P1524,Sports,3783.33,2512.37,4769.82,Completed,U2398,South,Medium,2025-09-26,18,Debit Card,item_14,2964.6
ORD103392,P1515,Furniture,,1463.65,7094.57,Completed,U2488,Central,High,2024-04-15,5,Net Banking,item_161,1727.11
ORD103401,P1830,Clothing,361.73,890.97,1285.06,Completed,U2071,East,Low,2025-06-10,15,COD,item_44,1051.34
ORD103406,P1523,Furniture,3247.76,3704.35,5467.89,Completed,U2933,Central,Medium,2025-01-09,10,Net Banking,item_210,4371.13
ORD103415,P1911,Toys,292.55,3869.36,3278.98,Completed,U2881,North,Medium,2024-06-25,2,Credit Card,item_215,4565.84
ORD103417,P1648,Toys,1245.45,3856.54,5968.33,Completed,U2381,North,Low,2024-05-23,12,UPI,item_256,4550.72
ORD103426,P1477,Clothing,2987.22,1371.15,1860.72,Completed,U2005,West,Medium,2024-06-15,16,Net Banking,item_112,1617.96
ORD103433,P1405,Clothing,951.84,3923.3,3548.55,Completed,U2279,South,Low,2024-09-18,8,UPI,item_460,4629.49
ORD103463,P1909,Sports,2426.15,1850.81,3115.0,Completed,U2768,Central,Medium,2025-01-31,12,Debit Card,item_56,2183.96
ORD103465,P1877,Electronics,4468.43,3569.79,4632.96,Completed,U2144,West,Medium,2024-02-27,10,COD,item_113,4212.35
ORD103469,P1174,Furniture,3781.22,2703.96,802.77,Completed,U2013,East,Low,2025-09-17,3,Credit Card,item_5,3190.67
ORD103478,P1547,Toys,4808.51,2662.85,662.99,Completed,U2667,West,Medium,2024-11-24,2,COD,item_442,3142.16
ORD103487,P1188,Toys,4425.06,387.02,5613.78,Completed,U3440,West,Low,2024-01-11,8,Net Banking,item_383,456.68
ORD103492,P1470,Groceries,1519.37,3804.81,7190.87,Completed,U2886,North,Medium,2024-05-13,19,Net Banking,item_242,4489.68
ORD103497,P1450,Toys,3073.94,2907.17,2265.34,Completed,U3173,East,Low,2025-06-26,4,COD,item_307,3430.46
ORD103498,P1187,Electronics,1741.6,3489.0,6903.46,Completed,U3325,Central,Medium,2024-10-20,6,Debit Card,item_452,4117.02
